ID,개설학과,교과목명,강의시간 (강의실),학년,이수 구분,학수번호,학점,이론 시간,실습 시간,분 반,담당교수,비고
187,사범대학 국어교육과,미래교사와인성,월10(Z100),1,1교직,HATT0001,1,1,0,2,강옥희,
188,사범대학 국어교육과,미래교사와인성,월10(Z100),1,1교직,HATT0001,1,1,0,3,박재현,
189,사범대학 국어교육과,미래교사와인성,수10(Z100),1,1교직,HATT0001,1,1,0,4,최홍원,
190,사범대학 국어교육과,미래교사와인성,월10(Z100),1,1교직,HATT0001,1,1,0,5,오민석,
191,사범대학 국어교육과,미래교사와의사소통,수8(T301),1,1교직,HATT0011,1,1,0,1,장덕호,
192,사범대학 국어교육과,현대문법교육론,"화2(A203)
 수3,4(A203)",2,1전선,HABA1112,3,3,0,1,오민석,
193,사범대학 국어교육과,현대문법교육론,"화3(A203)
 수5,6(A203)",2,1전선,HABA1112,3,3,0,2,오민석,
194,사범대학 국어교육과,현대시교육론,"목7,8,9(A401)",2,1전선,HABA2141,3,3,0,1,김혜진,
195,사범대학 국어교육과,고전소설교육론,"금7,8,9(A401)",2,1전선,HABA3272,3,3,0,1,황예인,
196,사범대학 국어교육과,국어교과논리및논술,"월7(A203-B)
 화5,6(A102)",2,1전선,HABA9001,3,3,0,1,박재현,
197,사범대학 국어교육과,국어교과논리및논술,"월8(A203-B)
 목5,6(A203-B)",2,1전선,HABA9001,3,3,0,2,박재현,
198,사범대학 국어교육과,국어교육론,"수7,8,9(A403-B)",2,1전선,HABA9003,3,3,0,1,최홍원,
199,사범대학 국어교육과,국어교육론,"금4,5,6(A202)",2,1전선,HABA9003,3,3,0,2,최홍원,
200,사범대학 국어교육과,교육심리,"월5,6(R208)",2,1교직,HATT0020,2,2,0,1,이윤옥,
201,사범대학 국어교육과,교육철학및교육사,"목7,8(A202)",2,1교직,HATT0030,2,2,0,1,전제아,
202,사범대학 국어교육과,"미디어리터러시와교
 육연극론","목7,8,9(A102)",3,1전선,HABA3241,3,3,0,1,강옥희,
203,사범대학 국어교육과,국어사자료강독,"월5,6(A401)
 목6(A401)",3,1전선,HABA3292,3,3,0,1,이승희,
204,사범대학 국어교육과,"국어교과교재연구및
 지도법","월3(A403)
 화3,4(A403)",3,1전선,HATT0081,3,3,0,1,박재현,
205,사범대학 국어교육과,"국어교과교재연구및
 지도법","월4(A403)
 수3,4(A403)",3,1전선,HATT0081,3,3,0,2,박재현,
206,사범대학 국어교육과,"고전문학과문화콘텐
 츠(캡스톤디자인)","수5(A102)
 목3,4(A102)",3,1전심,HABA9211,3,1,2,1,최홍원,
207,사범대학 국어교육과,교육과정,"화7,8(A203-B)",3,1교직,HATT0002,2,2,0,1,이용운,
208,사범대학 국어교육과,생활지도및상담,"화5,6(A202)",3,1교직,HATT0056,2,2,0,1,성현모,
209,사범대학 국어교육과,교육방법및교육공학,"월5,6(A102)",3,1교직,HATT0070,2,2,0,1,전신영,
210,사범대학 국어교육과,교직실무,"월7,8(R101)",3,1교직,HATT0104,2,2,0,1,이진숙,
211,사범대학 국어교육과,교육봉사활동1,"토0,1(A403)",3,1교직,HATT0200,1,0,2,1,이진아,
212,사범대학 국어교육과,교육봉사활동2,"토2,3(A403)",3,1교직,HATT0206,1,0,2,1,이진아,
213,사범대학 국어교육과,문예비평론,"화3(A102)
 수3,4(A102)",4,1전선,HABA3302,3,3,0,1,강옥희,
214,사범대학 국어교육과,국어규범교육론,"화4(R209)
 목5,6(R209)",4,1전심,HABA9214,3,3,0,1,오민석,
215,사범대학 국어교육과,국어교육과정과평가,"수5,6(A403)
 목3(A403)",4,1전심,HABA9215,3,3,0,1,박재현,
216,사범대학 국어교육과,학교현장실습,"수10,11(Z100)",4,1교직,HATT0100,2,0,2,1,오민석,
217,사범대학 영어교육과,영어작문,"목7,8(A402)
 금4(A403)",1,1전선,HABB1011,3,3,0,1,사뮤엘데니,
218,사범대학 영어교육과,영어작문,"수6(A203-B)
 금7,8(A402)",1,1전선,HABB1011,3,3,0,2,사뮤엘데니,
219,사범대학 영어교육과,영어독해,"수2(A402)
 금5,6(A402)",1,1전선,HABB1032,3,3,0,1,최재호,
220,사범대학 영어교육과,영어독해,"월7,8(A402)
 수7(A402)",1,1전선,HABB1032,3,3,0,2,하경영,
221,사범대학 영어교육과,영어문법지도법,"목3,4(A403-B)
 목0(Z201)",1,1전선,HABB1121,3,3,0,1,오은정,b-러닝
222,사범대학 영어교육과,영어문법지도법,"목5,6(A403-B)
 목0(Z201)",1,1전선,HABB1121,3,3,0,2,오은정,b-러닝
223,사범대학 영어교육과,미래교사와인성,금9(Z100),1,1교직,HATT0001,1,1,0,6,오은정,
224,사범대학 영어교육과,미래교사와인성,금9(Z100),1,1교직,HATT0001,1,1,0,7,유현주,
225,사범대학 영어교육과,미래교사와인성,금9(Z100),1,1교직,HATT0001,1,1,0,8,사뮤엘데니,
226,사범대학 영어교육과,미래교사와인성,금9(Z100),1,1교직,HATT0001,1,1,0,9,"데이브드켈
 로그",
227,사범대학 영어교육과,미래교사와의사소통,수8(T301),1,1교직,HATT0011,1,1,0,1,장덕호,
228,사범대학 영어교육과,영미문화,"월3,4(R204)
 화7(R204)",2,1전선,HABB2141,3,3,0,1,유현주,
229,사범대학 영어교육과,영미문화,"월7,8(R204)
 화8(R204)",2,1전선,HABB2141,3,3,0,2,유현주,
230,사범대학 영어교육과,영어학개론,"화3,4(A402)
 화0(Z201)",2,1전선,HABB3251,3,3,0,1,오은정,b-러닝
231,사범대학 영어교육과,영어학개론,"화5,6(A402)
 화0(Z201)",2,1전선,HABB3251,3,3,0,2,오은정,b-러닝
232,사범대학 영어교육과,중급영어회화,"수7,8(A203-B)",2,1전선,HABB6002,2,2,0,1,사뮤엘데니,
233,사범대학 영어교육과,"제2언어교수법(TESO
 L)","금3(A402)
 금0,1(Z201)",2,1전선,HATT0097,3,3,0,1,이진아,b-러닝
234,사범대학 영어교육과,"제2언어교수법(TESO
 L)","금4(A402)
 금0,1(Z201)",2,1전선,HATT0097,3,3,0,2,이진아,b-러닝
235,사범대학 영어교육과,교육심리,"월5,6(A202)",2,1교직,HATT0020,2,2,0,2,이광희,
236,사범대학 영어교육과,교육철학및교육사,"목5,6(A403)",2,1교직,HATT0030,2,2,0,2,김주환,
237,사범대학 영어교육과,영어문장분석과지도,"월3,4(A402)
 화2(A402)",3,1전선,HABB0001,3,3,0,1,오은정,
238,사범대학 영어교육과,영어쓰기지도,"목6(A402)
 금5,6(A403-B)",3,1전선,HABB2151,3,3,0,1,"데이브드켈
 로그",
239,사범대학 영어교육과,영문학강독1,"월5,6(A402)
 목5(A402)",3,1전선,HABB3271,3,3,0,1,유현주,
240,사범대학 영어교육과,커뮤니케이션스킬,"화3,4(A203-B)",3,1전심,HABB1111,2,2,0,1,"데이브드켈
 로그",
241,사범대학 영어교육과,영어교과논리및논술,"금2,3,4(A403-B)",3,1전심,HABB3231,3,3,0,1,최재호,
242,사범대학 영어교육과,영어교과논리및논술,"금7,8,9(A403-B)",3,1전심,HABB3231,3,3,0,2,최재호,
243,사범대학 영어교육과,영어교과교육론,"수3,4(A402)
 목3(A402)",3,1전심,HATT0062,3,3,0,1,이진아,
244,사범대학 영어교육과,영어교과교육론,"수5,6(A402)
 목4(A402)",3,1전심,HATT0062,3,3,0,2,이진아,
245,사범대학 영어교육과,교육과정,"화5,6(A203-B)",3,1교직,HATT0002,2,2,0,2,이용운,
246,사범대학 영어교육과,생활지도및상담,"목7,8(A403)",3,1교직,HATT0056,2,2,0,2,이광희,
247,사범대학 영어교육과,교육방법및교육공학,"화7,8(A402)",3,1교직,HATT0070,2,2,0,2,조명희,
248,사범대학 영어교육과,교직실무,"월7,8(A202)",3,1교직,HATT0104,2,2,0,2,백수은,
249,사범대학 영어교육과,교육봉사활동1,"토0,1(A403)",3,1교직,HATT0200,1,0,2,1,이진아,
250,사범대학 영어교육과,교육봉사활동2,"토2,3(A403)",3,1교직,HATT0206,1,0,2,1,이진아,
251,사범대학 영어교육과,화용론과교실담화,"월5,6(R204)
 수2(A202)",4,1전선,HABB0003,3,3,0,1,하경영,
252,사범대학 교육학과,교육학개론,"월7,8,9(R108)",1,1전선,HABE0001,3,3,0,1,김우영,
253,사범대학 교육학과,교육학개론,"화7,8,9(A102)",1,1전선,HABE0001,3,3,0,2,김우영,
254,사범대학 교육학과,인간발달과교육,"월6(R108)
 화5,6(R108)",1,1전선,HABE1122,3,3,0,1,장석진,
255,사범대학 교육학과,교육과법,"월1,2(R108)
 월0(Z201)",1,1전선,HABE4221,3,3,0,1,장덕호,b-러닝
256,사범대학 교육학과,미래교사와인성,금10(Z100),1,1교직,HATT0001,1,1,0,10,김우영,
257,사범대학 교육학과,미래교사와인성,금10(Z100),1,1교직,HATT0001,1,1,0,11,이현우,
258,사범대학 교육학과,미래교사와인성,화10(Z100),1,1교직,HATT0001,1,1,0,12,이원석,
259,사범대학 교육학과,미래교사와인성,금10(Z100),1,1교직,HATT0001,1,1,0,13,장석진,
260,사범대학 교육학과,미래교사와인성,금10(Z100),1,1교직,HATT0001,1,1,0,14,김효선,
261,사범대학 교육학과,미래교사와의사소통,수8(T301),1,1교직,HATT0011,1,1,0,1,장덕호,
262,사범대학 교육학과,교육과정,"화3(R108)
 목1,2(R108)",2,1전선,HABE2172,3,3,0,1,이정민,
263,사범대학 교육학과,교육과정,"수7,8,9(R406)",2,1전선,HABE2172,3,3,0,2,이정민,
264,사범대학 교육학과,교육평가,"화1,2(R108)
 화0(Z201)",2,1전선,HABE3161,3,3,0,1,이원석,b-러닝
265,사범대학 교육학과,교육평가,"화7,8(R406)
 화0(Z201)",2,1전선,HABE3161,3,3,0,2,이원석,b-러닝
266,사범대학 교육학과,교육행정,"월3(R108)
 수1,2(R108)",2,1전선,HABE3272,3,3,0,1,장덕호,
267,사범대학 교육학과,인적자원개발론,"수6(R108)
 목5,6(R108)",2,1전선,HABE9232,3,2,1,1,김효선,
268,사범대학 교육학과,미래교사와학교현장,월10(A403),2,1교직,HATT0004,1,1,0,1,김효선,
269,사범대학 교육학과,특수교육학개론,"월7,8(A403)",2,1교직,HATT0103,2,2,0,2,이일화,
270,사범대학 교육학과,평생교육방법론,"화5,6(A403-B)
 수5(R108)",3,1전선,HABE0005,3,3,0,1,김효선,
271,사범대학 교육학과,"청소년프로그램개발
 과평가(캡스톤디자인)","목7,8,9(R108)",3,1전선,HABE9216,3,2,1,1,이원석,
272,사범대학 교육학과,"교육학교과교재연구
 및지도법","금1,2,3(R108)",3,1전선,HATT0085,3,3,0,1,이현우,
273,사범대학 교육학과,"이러닝콘텐츠기획및
 설계(캡스톤디자인)","수7,8,9(R108)",3,1전심,HABE9234,3,1.5,1.5,1,이현우,
274,사범대학 교육학과,교육봉사활동1,"토0,1(A403)",3,1교직,HATT0200,1,0,2,1,이진아,
275,사범대학 교육학과,교육봉사활동2,"토2,3(A403)",3,1교직,HATT0206,1,0,2,1,이진아,
276,사범대학 교육학과,"학교폭력예방및학생
 의이해","월5,6(A403-B)",3,1교직,HATT0210,2,2,0,1,김우영,
277,사범대학 교육학과,청소년문제와보호,"화4(R108)
 목3,4(R108)",4,1전선,HABE9215,3,3,0,1,이정민,
278,사범대학 교육학과,교수설계이론과실제,"화7,8,9(R108)",4,1전심,HABE9235,3,1.5,1.5,1,이현우,
279,사범대학 교육학과,학교현장실습,"수10,11(Z100)",4,1교직,HATT0100,2,0,2,3,이현우,
280,사범대학 수학교육과,미적분학교육1,"화6(A304)
 목7,8(A304)",1,1전선,HABF1011,3,3,0,1,황병훈,
281,사범대학 수학교육과,선형대수학1,"화3,4(R107)
 목4(R107)",1,1전선,HABF2141,3,3,0,1,노정원,
282,사범대학 수학교육과,미래교사와인성,금10(Z100),1,1교직,HATT0001,1,1,0,15,김연호,
283,사범대학 수학교육과,미래교사와인성,금10(Z100),1,1교직,HATT0001,1,1,0,16,배윤한,
284,사범대학 수학교육과,미래교사와인성,금10(Z100),1,1교직,HATT0001,1,1,0,17,노정원,
285,사범대학 수학교육과,미래교사와인성,금10(Z100),1,1교직,HATT0001,1,1,0,18,황병훈,
286,사범대학 수학교육과,미래교사와의사소통,수8(T301),1,1교직,HATT0011,1,1,0,1,장덕호,
287,사범대학 수학교육과,융복합수학,"화1,2(A304)
 수6(A304)",2,1전선,HABF0003,3,3,0,1,김연호,
288,사범대학 수학교육과,정수론,"화5(R110)
 목5,6(A304)",2,1전선,HABF1032,3,3,0,1,노정원,
289,사범대학 수학교육과,위상수학1,"월4(A202)
 수3,4(A202)",2,1전선,HABF3231,3,3,0,1,황병훈,"2학년 전용
 분반"
290,사범대학 수학교육과,위상수학1,"월7,8(A403-B)
 수6(A403-B)",2,1전선,HABF3231,3,3,0,2,황병훈,"3학년 전용
 분반"
291,사범대학 수학교육과,위상수학1,"수5(R110)
 목1,2(A304)",2,1전선,HABF3231,3,3,0,3,황병훈,
292,사범대학 수학교육과,교육사회,"월5,6(A203-B)",2,1교직,HATT0040,2,2,0,2,박재현,
293,사범대학 수학교육과,디지털교육,월7(A102),2,1교직,HATT0212,1,1,0,2,전신영,
294,사범대학 수학교육과,확률및통계1,"화4(A304)
 수7,8(A304)",3,1전선,HABF3241,3,3,0,1,배윤한,
295,사범대학 수학교육과,확률및통계1,"화5(A304)
 목3,4(R209)",3,1전선,HABF3241,3,3,0,2,배윤한,
296,사범대학 수학교육과,현대대수학1,"월2(A203-B)
 수3,4(A203-B)",3,1전선,HABF3251,3,3,0,1,김기택,
297,사범대학 수학교육과,현대대수학1,"월2(A304)
 수3,4(A304)",3,1전선,HABF3251,3,3,0,2,김연호,
298,사범대학 수학교육과,해석학2,"월3,4(A304)
 화3(A304)",3,1전심,HABF2202,3,3,0,1,김연호,
299,사범대학 수학교육과,"수학교과교재연구및
 지도법","금1,2,3(A304)",3,1전심,HATT0086,3,3,0,1,박수민,
300,사범대학 수학교육과,"수학교과교재연구및
 지도법","금1,2,3(A203-B)",3,1전심,HATT0086,3,3,0,2,노정원,
301,사범대학 수학교육과,교육평가,"목7,8(A403-B)",3,1교직,HATT0003,2,2,0,2,이나현,
302,사범대학 수학교육과,교육행정및교육경영,"화7,8(A202)",3,1교직,HATT0090,2,2,0,2,박혜연,
303,사범대학 수학교육과,특수교육학개론,"금5,6(A403)",3,1교직,HATT0103,2,2,0,3,신혜연,
304,사범대학 수학교육과,교육봉사활동1,"토0,1(A403)",3,1교직,HATT0200,1,0,2,1,이진아,
305,사범대학 수학교육과,교육봉사활동2,"토2,3(A403)",3,1교직,HATT0206,1,0,2,1,이진아,
306,사범대학 수학교육과,"학교폭력예방및학생
 의이해","금7,8(A403)",3,1교직,HATT0210,2,2,0,3,김현영,
307,사범대학 수학교육과,"인공지능과확률통계
 교육","월7,8(A304)
 수5(A304)",4,1전선,HABF4221,3,3,0,1,배윤한,
308,사범대학 수학교육과,실함수론,"월6(A304)
 목3,4(A304)",4,1전심,HABF4201,3,3,0,1,김연호,
309,사범대학 수학교육과,수학교육종합설계,"수7,8,9(A102)",4,1전심,HABF4231,3,1,2,1,노정원,
310,사범대학 수학교육과,학교현장실습,"수10,11(Z100)",4,1교직,HATT0100,2,0,2,4,노정원,
311,경영경제대학 경제금융학부,소비자심리의이해,"화7,8,9(R209)",1,1전선,HAAC9235,3,3,0,1,이준영,
312,경영경제대학 경제금융학부,금융경제와데이터,"목1,2(T202)
 목0(Z201)",1,1전선,HAAC9250,3,2,1,1,최동욱,b-러닝
313,경영경제대학 경제금융학부,금융경제와데이터,"목3,4(A501)
 목0(Z201)",1,1전선,HAAC9250,3,2,1,2,최동욱,b-러닝
314,경영경제대학 경제금융학부,경제학입문,"월6(R101)
 화3,4(R102)",1,1전선,HAUS0009,3,3,0,1,서은숙,
315,경영경제대학 경제금융학부,경제학입문,"월7(R203) 화5,6(R205)",1,1전선,HAUS0009,3,3,0,2,서은숙,"경제금융학부 1학년 전용
 교과목"
316,경영경제대학 경제금융학부,미시경제학,"월5,6(SB004)
 월0(Z201)",2,1전선,HAAC2121,3,3,0,1,유경원,b-러닝
317,경영경제대학 경제금융학부,미시경제학,"월7,8(SB004)
 월0(Z201)",2,1전선,HAAC2121,3,3,0,2,유경원,b-러닝
318,경영경제대학 경제금융학부,미시경제학,"금4,5,6(T201)",2,1전선,HAAC2121,3,3,0,3,최동욱,
319,경영경제대학 경제금융학부,거시경제학,"화7(T201)
 수5,6(T201)",2,1전선,HAAC2131,3,3,0,1,김영준,
320,경영경제대학 경제금융학부,경제학방법론,"목3,4(T102)
 목0(Z201)",2,1전선,HAAC3003,3,3,0,1,황상현,b-러닝
321,경영경제대학 경제금융학부,경제학방법론,"목5,6(T102)
 목0(Z201)",2,1전선,HAAC3003,3,3,0,2,황상현,b-러닝
322,경영경제대학 경제금융학부,재무경제학,"월1,2(T201)
 수2(T201)",2,1전선,HAAC5003,3,3,0,1,유승동,
323,경영경제대학 경제금융학부,재무경제학,"월3,4(T201)
 목2(T201)",2,1전선,HAAC5003,3,3,0,2,유승동,
324,경영경제대학 경제금융학부,"소비자주의와시장환
 경","화5,6(R208)
 목7(R208)",2,1전선,HAAC9237,3,3,0,1,양세정,
325,경영경제대학 경제금융학부,소비자와유통,"수7,8,9(T201)",2,1전선,HAAC9255,3,3,0,1,이준영,
326,경영경제대학 경제금융학부,경제학특강,"화7,8,9(T301)",2,1전선,HAAC9258,3,3,0,1,황상현,P/F 교과목
327,경영경제대학 경제금융학부,소비자의사결정론,"화2,3(R209)
 화0(Z201)",2,1전선,HAAC9261,3,1,2,1,서인주,b-러닝
328,경영경제대학 경제금융학부,국제경제학,"월7(T201)
 목5,6(T201)",3,1전선,HAAC0012,3,3,0,1,김영준,
329,경영경제대학 경제금융학부,데이터분석의이해,"월5,6(T201)
 월0(Z201)",3,1전선,HAAC9003,3,1,2,1,이동진,b-러닝
330,경영경제대학 경제금융학부,행동경제학,"화7,8(SB004)
 화0(Z201)",3,1전선,HAAC9214,3,3,0,1,유경원,b-러닝
331,경영경제대학 경제금융학부,조세제도와정책,"수5,6(T305)
 수0(Z201)",3,1전선,HAAC9248,3,3,0,1,황상현,b-러닝
332,경영경제대학 경제금융학부,금융시장과금융기관,"화2,3(T201)
 목4(T201)",3,1전심,HAAC0002,3,3,0,1,정지만,
333,경영경제대학 경제금융학부,금융시장과금융기관,"화5,6(T201)
 목3(T201)",3,1전심,HAAC0002,3,3,0,2,정지만,
334,경영경제대학 경제금융학부,자산운용과투자전략,"월3,4(R209)
 월0(Z201)",3,1전심,HAAC9002,3,2,1,1,서은숙,b-러닝
335,경영경제대학 경제금융학부,"현장실습학기제(경제
 금융)",토1(Z200),전체,1전선,HAAC9222,15,0,15,1,최동욱,
336,경영경제대학 경영학부,"마케팅트렌드&인사이
 트","월7,8,9(R406)",1,1전선,HAAE9234,3,1.5,1.5,1,최은정,
337,경영경제대학 경영학부,경영학원론,"월7,8(T303) 화9(T303)",1,1전선,HAFB0002,3,3,0,1,김기태,"경영학부 신입생 전용 분반(경영학부 재학생 및 타학과 학생
 수강 금지)"
338,경영경제대학 경영학부,경영학원론,"월9(T303) 화7,8(T303)",1,1전선,HAFB0002,3,3,0,2,김기태,"경영학부 신입생 전용 분반(경영학부 재학생 및 타학과 학생
 수강 금지)"
339,경영경제대학 경영학부,경영학원론,"월5(T303)
 화3,4(T303)",1,1전선,HAFB0002,3,3,0,3,김기태,
340,경영경제대학 경영학부,경영학원론,"월2(R205) 화3,4(R205)",1,1전선,HAFB0002,3,3,0,4,최병권,"경영학부 및 타학과 재학생 전용 분반(신입생
 수강 금지)"
341,경영경제대학 경영학부,경영학원론,"수7,8,9(T303)",1,1전선,HAFB0002,3,3,0,5,이승혜,
342,경영경제대학 경영학부,생산관리,"화5,6(N305)
 화0(Z201)",2,1전선,HAAE0010,3,3,0,1,유태종,b-러닝
343,경영경제대학 경영학부,생산관리,"화7,8(N305)
 화0(Z201)",2,1전선,HAAE0010,3,3,0,2,유태종,b-러닝
344,경영경제대학 경영학부,생산관리,"수5,6(T303)
 수0(Z201)",2,1전선,HAAE0010,3,3,0,3,유태종,b-러닝
345,경영경제대학 경영학부,생산관리,"수7,8(T101)
 수0(Z201)",2,1전선,HAAE0010,3,3,0,4,유태종,b-러닝
346,경영경제대학 경영학부,생산관리,"월5,6(N505)
 월0(Z201)",2,1전선,HAAE0010,3,3,0,5,이수철,b-러닝
347,경영경제대학 경영학부,생산관리,"월7,8(R205)
 월0(Z201)",2,1전선,HAAE0010,3,3,0,6,이수철,b-러닝
348,경영경제대학 경영학부,회계원리,"수7,8,9(N202)",2,1전선,HAAE1122,3,3,0,1,유재권,
349,경영경제대학 경영학부,회계원리,"목7,8,9(N206)",2,1전선,HAAE1122,3,3,0,2,유재권,
350,경영경제대학 경영학부,회계원리,"금3,4,5(N305)",2,1전선,HAAE1122,3,3,0,3,유재권,
351,경영경제대학 경영학부,회계원리,"화3,4(N305) 화0(Z201)",2,1전선,HAAE1122,3,3,0,4,김정연,"외국인유학생 전용분반/b-러
 닝"
352,경영경제대학 경영학부,회계원리,"금5,6(SB002)
 금0(Z201)",2,1전선,HAAE1122,3,3,0,5,김준현,b-러닝
353,경영경제대학 경영학부,마케팅,"목7,8,9(T301)",2,1전선,HAAE2131,3,3,0,1,양석준,
354,경영경제대학 경영학부,마케팅,"월5,6(SB002)
 수6(SB001)",2,1전선,HAAE2131,3,3,0,2,최준원,
355,경영경제대학 경영학부,마케팅,"월7,8(SB002)
 수7(N206)",2,1전선,HAAE2131,3,3,0,3,최준원,
356,경영경제대학 경영학부,마케팅,"화5,6(N304)
 수8(N206)",2,1전선,HAAE2131,3,3,0,4,최준원,
357,경영경제대학 경영학부,마케팅,"화7,8(SB002)
 수9(SB002)",2,1전선,HAAE2131,3,3,0,5,최준원,
358,경영경제대학 경영학부,원가회계,"월3,4(N305)
 월0(Z201)",2,1전선,HAAE2141,3,3,0,1,김정연,b-러닝
359,경영경제대학 경영학부,원가회계,"월5,6(N305)
 월0(Z201)",2,1전선,HAAE2141,3,3,0,2,김정연,b-러닝
360,경영경제대학 경영학부,재무관리,"화3,4(T101)
 수3(T101)",2,1전선,HAAE3211,3,3,0,1,서지용,
361,경영경제대학 경영학부,재무관리,"화5,6(T101)
 수4(T101)",2,1전선,HAAE3211,3,3,0,2,서지용,
362,경영경제대학 경영학부,재무관리,"수7,8,9(N305)",2,1전선,HAAE3211,3,3,0,3,권세훈,
363,경영경제대학 경영학부,재무관리,"목7,8,9(N305)",2,1전선,HAAE3211,3,3,0,4,권세훈,
364,경영경제대학 경영학부,재무관리,"월3,4(SB002)
 화3(SB002)",2,1전선,HAAE3211,3,3,0,5,김성신,
365,경영경제대학 경영학부,경영조직론,"월3,4(T403)
 월0(Z201)",2,1전선,HAAE6002,3,3,0,1,최영근,b-러닝
366,경영경제대학 경영학부,경영조직론,"월5,6(T403)
 월0(Z201)",2,1전선,HAAE6002,3,3,0,2,최영근,b-러닝
367,경영경제대학 경영학부,ICT융합비즈니스개론,"화7,8,9(T403)",2,1전선,HAAE9215,3,3,0,1,이애리,
368,경영경제대학 경영학부,ICT융합비즈니스개론,"금4,5,6(T301)",2,1전선,HAAE9215,3,3,0,2,이애리,
369,경영경제대학 경영학부,"마케팅리서치&어낼리
 틱스","목5,6(T202)
 목0(Z201)",3,1전선,HAAE0005,3,1,2,1,양석준,b-러닝
370,경영경제대학 경영학부,중급회계1,"수5(R109)
 목3,4(T101)",3,1전선,HAAE9004,3,3,0,1,김준현,
371,경영경제대학 경영학부,중급회계1,"수6(R109)
 목7,8(N202)",3,1전선,HAAE9004,3,3,0,2,김준현,
372,경영경제대학 경영학부,품질경영론,"수3,4(T303)
 수0(Z201)",3,1전심,HAAE0003,3,3,0,1,유태종,b-러닝
373,경영경제대학 경영학부,품질경영론,"화3,4(N301-3)
 화0(Z201)",3,1전심,HAAE0003,3,3,0,2,윤영진,b-러닝
374,경영경제대학 경영학부,품질경영론,"화5,6(R102)
 화0(Z201)",3,1전심,HAAE0003,3,3,0,3,이수철,b-러닝
375,경영경제대학 경영학부,경영빅데이터분석,"목4,5,6(R212)",3,1전심,HAAE6005,3,1,2,1,이애리,
376,경영경제대학 경영학부,경영빅데이터분석,"금7,8,9(N305)",3,1전심,HAAE6005,3,1,2,2,신재우,
377,경영경제대학 경영학부,데이터와금융,"화7,8,9(T202)",3,1전심,HAAE9230,3,2,1,1,권세훈,
378,경영경제대학 경영학부,IT경영과혁신,"월7,8,9(SB001)",4,1전선,HAAE9012,3,3,0,1,유진호,
379,경영경제대학 경영학부,IT경영과혁신,"수7,8,9(SB001)",4,1전선,HAAE9012,3,3,0,2,유진호,
380,경영경제대학 경영학부,IT경영과혁신,"금4,5,6(T303)",4,1전선,HAAE9012,3,3,0,3,유진호,"외국인유학생
 전용분반"
381,경영경제대학 경영학부,금융기관경영론,"월7(N305)
 수5,6(N305)",4,1전심,HAAE9006,3,3,0,1,김성신,
382,경영경제대학 경영학부,"서비스비즈니스모델
 개발(캡스톤디자인)","월3,4(N206)
 월0(Z201)",4,1전심,HAAE9008,3,1,2,1,윤영진,b-러닝
383,경영경제대학 경영학부,"서비스비즈니스모델
 개발(캡스톤디자인)","월5,6(N206)
 월0(Z201)",4,1전심,HAAE9008,3,1,2,2,윤영진,b-러닝
384,경영경제대학 경영학부,금융산업의이해,"수5(T101)
 금3,4(T101)",4,1전심,HAAE9213,3,3,0,1,서지용,
385,경영경제대학 경영학부,금융산업의이해,"수6(T101)
 금5,6(T101)",4,1전심,HAAE9213,3,3,0,2,서지용,
386,경영경제대학 경영학부,기업윤리,"월3,4(T303)
 화2(T303)",4,1전심,HAAE9225,3,3,0,1,최병권,
387,경영경제대학 경영학부,기업윤리,"월6(T101)
 화7,8(T101)",4,1전심,HAAE9225,3,3,0,2,최병권,
388,경영경제대학 경영학부,기업윤리,"월7,8(T101)
 화6(T303)",4,1전심,HAAE9225,3,3,0,3,최병권,
389,경영경제대학 경영학부,고용관계론,"금7,8,9(T303)",4,1전심,HAAE9236,3,1,2,1,박현국,
390,경영경제대학 경영학부,마케팅프로젝트,"화4,5,6(T403)",4,1전심,HAAE9254,3,1,2,1,최은정,"마케팅 혹은 마케팅 유관 수업 1개 이상 수강한 학생에 한함/ 외국인학생
 수강 불가"
391,경영경제대학 경영학부,현장실습학기제(경영),토0(Z200),전체,1전선,HAAE9211,15,0,15,1,최영근,
392,경영경제대학 경영학부,일경험(경영),토1(Z200),전체,1전선,HAAE9257,12,0,12,1,최영근,
393,경영경제대학 글로벌경영학과,"국제무역의역사적이
 해","금7,8,9(N201)",1,1전선,HAAM9229,3,3,0,1,"김동호,김은
 수",
394,경영경제대학 글로벌경영학과,국제통상과기업경영,"화4(T406)
 목3,4(T406)",1,1전선,HAFB0004,3,3,0,1,김효정,
395,경영경제대학 글로벌경영학과,국제통상과기업경영,"화5(T406)
 목5,6(T406)",1,1전선,HAFB0004,3,3,0,2,김효정,
396,경영경제대학 글로벌경영학과,국제통상과기업경영,"월7,8,9(T403)",1,1전선,HAFB0004,3,3,0,3,이한석,
397,경영경제대학 글로벌경영학과,무역실무,"금4,5,6(N303)",2,1전선,HAAM0013,3,3,0,1,김동호,
398,경영경제대학 글로벌경영학과,무역실무,"목7,8,9(T303)",2,1전선,HAAM0013,3,3,0,2,이승배,
399,경영경제대학 글로벌경영학과,비즈니스영어,"월3,4(T406)
 화3(T406)",2,1전선,HAAM2031,3,2,1,1,김효정,
400,경영경제대학 글로벌경영학과,비즈니스영어,"수3,4(T403)
 목2(T403)",2,1전선,HAAM2031,3,2,1,2,손인수,
401,경영경제대학 글로벌경영학과,글로벌마케팅원론,"월7,8,9(T406)",2,1전선,HAAM5005,3,3,0,1,김병재,
